Wortpaar,zugeteilte Distanz,Distanz Klasse,Verglichen mit gegebener Distanz,Spieler ID,Art des Levels,Version der gegebenen Distanz,Anzahl Bewertungen,Ursprung
Korken-Tasse,5,3,initial,164,standard,0,3,studie
Tasse-Kugelschreiber,5,3,gleich,564,bonus,1,2,studie
Tasse-Kugelschreiber,5,3,initial,629,standard,0,2,studie
Tasse-Lampe,1,1,initial,663,standard,0,1,studie
Tasse-Nadel,1,1,gleich,367,bonus,3,4,studie
Tasse-Nadel,2,1,anders,629,standard,2,4,studie
Tasse-Nadel,1,1,gleich,208,bonus,1,4,studie
Tasse-Nadel,1,1,initial,232,standard,0,4,studie
Papiertaschentuch-Tasse,1,1,anders,231,standard,3,4,studie
Papiertaschentuch-Tasse,3,2,gleich,256,standard,2,4,studie
Papiertaschentuch-Tasse,4,2,anders,367,standard,1,4,studie
Papiertaschentuch-Tasse,2,1,initial,607,standard,0,4,studie
Tasse-Plastikverpackung,5,3,anders,416,standard,6,7,studie
Tasse-Plastikverpackung,4,2,anders,704,standard,5,7,studie
Tasse-Plastikverpackung,2,1,gleich,564,bonus,4,7,studie
Tasse-Plastikverpackung,2,1,anders,820,standard,3,7,studie
Tasse-Plastikverpackung,6,3,anders,629,standard,2,7,studie
Tasse-Plastikverpackung,2,1,anders,643,bonus,1,7,studie
Tasse-Plastikverpackung,1,1,initial,208,bonus,0,7,studie
Tasse-Schere,2,1,initial,643,bonus,0,1,studie
Tasse-Schwamm,1,1,anders,416,standard,1,2,studie
Tasse-Schwamm,3,2,initial,938,standard,0,2,studie
Seife-Tasse,2,1,gleich,383,bonus,2,3,studie
Seife-Tasse,2,1,anders,728,standard,1,3,studie
Seife-Tasse,1,1,initial,208,bonus,0,3,studie
Tasse-Streichholz,2,1,anders,383,standard,1,2,studie
Tasse-Streichholz,6,3,0,0,0,0,2,vorstudie
Tasse-Toilettenpapier,5,3,anders,367,standard,1,2,studie
Tasse-Toilettenpapier,4,2,initial,102,bonus,0,2,studie
Topfdeckel-Tasse,4,2,gleich,704,standard,6,7,studie
Topfdeckel-Tasse,6,3,anders,672,standard,5,7,studie
Topfdeckel-Tasse,2,1,anders,256,standard,4,7,studie
Topfdeckel-Tasse,4,2,anders,801,standard,3,7,studie
Topfdeckel-Tasse,1,1,anders,820,standard,2,7,studie
Topfdeckel-Tasse,3,2,anders,164,standard,1,7,studie
Topfdeckel-Tasse,4,2,0,0,0,0,7,vorstudie
Tasse-Waschmaschine,3,2,gleich,290,standard,2,3,studie
Tasse-Waschmaschine,4,2,anders,738,standard,1,3,studie
Tasse-Waschmaschine,3,2,initial,825,standard,0,3,studie
Weinflasche-Tasse,3,2,gleich,328,standard,6,7,studie
Weinflasche-Tasse,3,2,gleich,845,standard,5,7,studie
Weinflasche-Tasse,6,3,anders,261,standard,4,7,studie
Weinflasche-Tasse,5,3,anders,383,standard,3,7,studie
Weinflasche-Tasse,2,1,gleich,621,bonus,2,7,studie
Weinflasche-Tasse,2,1,initial,191,bonus,0,7,studie
Weinflasche-Tasse,3,2,initial,208,bonus,0,7,studie
Tee-Bleistift,5,3,anders,710,standard,1,2,studie
Tee-Bleistift,6,3,initial,663,standard,0,2,studie
Tee-Buegeleisen,3,2,anders,564,standard,3,4,studie
Tee-Buegeleisen,4,2,gleich,738,standard,2,4,studie
Tee-Buegeleisen,4,2,anders,383,standard,1,4,studie
Tee-Buegeleisen,5,3,initial,719,standard,0,4,studie
Tee-Faden,2,1,anders,738,standard,3,4,studie
Tee-Faden,1,1,anders,543,standard,2,4,studie
Tee-Faden,5,3,gleich,825,bonus,1,4,studie
Tee-Faden,5,3,initial,712,standard,0,4,studie
Geschirrtuch-Tee,1,1,anders,256,standard,7,8,studie
Geschirrtuch-Tee,4,2,anders,801,bonus,6,8,studie
Geschirrtuch-Tee,2,1,gleich,820,standard,5,8,studie
Geschirrtuch-Tee,4,2,anders,933,bonus,4,8,studie
Geschirrtuch-Tee,1,1,anders,230,standard,3,8,studie
Geschirrtuch-Tee,4,2,anders,102,standard,2,8,studie
Geschirrtuch-Tee,1,1,anders,143,standard,1,8,studie
Geschirrtuch-Tee,3,2,initial,952,standard,0,8,studie
Glas-Tee,2,1,gleich,793,standard,7,8,studie
Glas-Tee,2,1,gleich,1008,standard,6,8,studie
Glas-Tee,2,1,gleich,306,bonus,5,8,studie
Glas-Tee,1,1,anders,738,standard,4,8,studie
Glas-Tee,3,2,gleich,820,standard,3,8,studie
Glas-Tee,2,1,anders,383,standard,2,8,studie
Glas-Tee,5,3,anders,153,standard,1,8,studie
Glas-Tee,1,1,initial,395,bonus,0,8,studie
Kabel-Tee,5,3,anders,261,standard,1,2,studie
Kabel-Tee,4,2,initial,353,standard,0,2,studie
Tee-Kaffeemaschine,2,1,gleich,256,standard,4,5,studie
Tee-Kaffeemaschine,1,1,anders,306,standard,3,5,studie
Tee-Kaffeemaschine,4,2,anders,629,standard,2,5,studie
Tee-Kaffeemaschine,2,1,anders,607,bonus,1,5,studie
Tee-Kaffeemaschine,3,2,initial,147,standard,0,5,studie
Kerze-Tee,4,2,anders,663,standard,4,5,studie
Kerze-Tee,1,1,gleich,629,standard,3,5,studie
Kerze-Tee,2,1,gleich,933,bonus,2,5,studie
Kerze-Tee,2,1,anders,682,standard,1,5,studie
Kerze-Tee,1,1,0,0,0,0,5,vorstudie
Tee-Nadel,1,1,initial,652,standard,0,1,studie
Tee-Plastikverpackung,4,2,gleich,256,bonus,3,4,studie
Tee-Plastikverpackung,6,3,anders,820,standard,2,4,studie
Tee-Plastikverpackung,4,2,anders,202,standard,1,4,studie
Tee-Plastikverpackung,3,2,initial,395,bonus,0,4,studie
Schere-Tee,2,1,gleich,306,standard,2,3,studie
Schere-Tee,3,2,anders,395,bonus,1,3,studie
Schere-Tee,1,1,initial,825,bonus,0,3,studie
Tee-Seife,6,3,anders,600,standard,1,2,studie
Tee-Seife,5,3,initial,261,standard,0,2,studie
Tasse-Tee,1,1,gleich,328,standard,22,23,studie
Tasse-Tee,1,1,gleich,704,standard,21,23,studie
Tasse-Tee,1,1,gleich,231,standard,20,23,studie
Tasse-Tee,4,2,anders,672,standard,19,23,studie
Tasse-Tee,3,2,anders,845,standard,18,23,studie
Tasse-Tee,2,1,gleich,256,standard,17,23,studie
Tasse-Tee,1,1,gleich,600,standard,16,23,studie
Tasse-Tee,1,1,gleich,801,standard,15,23,studie
Tasse-Tee,1,1,gleich,738,standard,14,23,studie
Tasse-Tee,1,1,gleich,710,standard,13,23,studie
Tasse-Tee,2,1,gleich,663,standard,12,23,studie
Tasse-Tee,1,1,gleich,629,standard,11,23,studie
Tasse-Tee,2,1,gleich,290,standard,10,23,studie
Tasse-Tee,3,2,anders,719,standard,9,23,studie
Tasse-Tee,1,1,gleich,230,standard,8,23,studie
Tasse-Tee,5,3,anders,726,standard,7,23,studie
Tasse-Tee,1,1,gleich,938,standard,6,23,studie
Tasse-Tee,2,1,gleich,202,standard,5,23,studie
Tasse-Tee,1,1,gleich,607,bonus,4,23,studie
Tasse-Tee,2,1,gleich,682,standard,3,23,studie
Tasse-Tee,1,1,gleich,291,standard,2,23,studie
Tasse-Tee,2,1,anders,952,standard,1,23,studie
Tasse-Tee,1,1,0,0,0,0,23,vorstudie
Tee-Tisch,2,1,gleich,845,standard,4,5,studie
Tee-Tisch,1,1,anders,621,standard,3,5,studie
Tee-Tisch,1,1,anders,938,standard,2,5,studie
Tee-Tisch,4,2,anders,543,standard,1,5,studie
Tee-Tisch,2,1,initial,952,standard,0,5,studie
Tee-Waschmaschine,5,3,anders,793,standard,6,7,studie
Tee-Waschmaschine,1,1,anders,306,standard,5,7,studie
Tee-Waschmaschine,4,2,gleich,738,standard,4,7,studie
Tee-Waschmaschine,6,3,anders,820,standard,3,7,studie
Tee-Waschmaschine,5,3,anders,663,standard,2,7,studie
Tee-Waschmaschine,4,2,gleich,102,standard,1,7,studie
Tee-Waschmaschine,4,2,initial,153,standard,0,7,studie
Weinflasche-Tee,3,2,anders,845,standard,7,8,studie
Weinflasche-Tee,1,1,anders,738,standard,6,8,studie
Weinflasche-Tee,1,1,anders,543,standard,5,8,studie
Weinflasche-Tee,2,1,gleich,242,standard,4,8,studie
Weinflasche-Tee,2,1,gleich,665,standard,3,8,studie
Weinflasche-Tee,2,1,gleich,395,bonus,2,8,studie
Weinflasche-Tee,4,2,anders,825,bonus,1,8,studie
Weinflasche-Tee,1,1,initial,143,standard,0,8,studie
Teller-Feuerzeug,4,2,initial,682,bonus,0,1,studie
Glas-Teller,2,1,anders,416,bonus,4,5,studie
Glas-Teller,2,1,anders,845,standard,3,5,studie
Glas-Teller,5,3,anders,865,standard,2,5,studie
Glas-Teller,4,2,anders,242,standard,1,5,studie
Glas-Teller,1,1,initial,825,standard,0,5,studie
Kabel-Teller,2,1,anders,416,bonus,1,2,studie
Kabel-Teller,6,3,initial,1088,standard,0,2,studie
Kaffee-Teller,4,2,gleich,231,standard,2,3,studie
Kaffee-Teller,5,3,anders,543,standard,1,3,studie
Kaffee-Teller,3,2,initial,143,standard,0,3,studie
Teller-Kaffeemaschine,6,3,anders,1088,standard,3,4,studie
Teller-Kaffeemaschine,2,1,gleich,256,standard,2,4,studie
Teller-Kaffeemaschine,2,1,anders,290,standard,1,4,studie
Teller-Kaffeemaschine,1,1,initial,712,standard,0,4,studie
Teller-Kochtopf,3,2,gleich,416,bonus,6,7,studie
Teller-Kochtopf,4,2,anders,256,bonus,5,7,studie
Teller-Kochtopf,2,1,anders,782,standard,4,7,studie
Teller-Kochtopf,5,3,anders,367,standard,3,7,studie
Teller-Kochtopf,3,2,gleich,652,standard,2,7,studie
Teller-Kochtopf,3,2,anders,682,bonus,1,7,studie
Teller-Kochtopf,2,1,0,0,0,0,7,vorstudie
Teller-Lampe,4,2,gleich,261,standard,2,3,studie
Teller-Lampe,3,2,anders,202,bonus,1,3,studie
Teller-Lampe,5,3,initial,164,standard,0,3,studie
Nadel-Teller,2,1,anders,416,standard,3,4,studie
Nadel-Teller,1,1,anders,662,standard,2,4,studie
Nadel-Teller,4,2,anders,102,bonus,1,4,studie
Nadel-Teller,6,3,initial,232,standard,0,4,studie
Teller-Papier,4,2,initial,290,standard,0,1,studie
Teller-Plastikverpackung,1,1,initial,1088,standard,0,1,studie
Schere-Teller,4,2,anders,242,bonus,1,2,studie
Schere-Teller,3,2,initial,1056,bonus,0,2,studie
Teller-Schwamm,1,1,anders,865,standard,1,2,studie
Teller-Schwamm,5,3,initial,230,standard,0,2,studie
Teller-Spuelmittel,5,3,anders,465,standard,8,9,studie
Teller-Spuelmittel,3,2,anders,652,standard,7,9,studie
Teller-Spuelmittel,5,3,anders,230,standard,6,9,studie
Teller-Spuelmittel,4,2,anders,102,bonus,5,9,studie
Teller-Spuelmittel,1,1,gleich,1022,standard,4,9,studie
Teller-Spuelmittel,1,1,gleich,682,standard,3,9,studie
Teller-Spuelmittel,1,1,gleich,825,standard,2,9,studie
Teller-Spuelmittel,1,1,gleich,1056,bonus,1,9,studie
Teller-Spuelmittel,1,1,initial,712,standard,0,9,studie
Teller-Tasse,1,1,anders,704,bonus,8,9,studie
Teller-Tasse,5,3,anders,1008,standard,7,9,studie
Teller-Tasse,1,1,anders,865,standard,6,9,studie
Teller-Tasse,1,1,anders,738,standard,5,9,studie
Teller-Tasse,3,2,gleich,352,bonus,4,9,studie
Teller-Tasse,1,1,anders,230,standard,3,9,studie
Teller-Tasse,1,1,anders,728,standard,2,9,studie
Teller-Tasse,6,3,anders,232,standard,1,9,studie
Teller-Tasse,3,2,initial,164,standard,0,9,studie
Teller-Tee,1,1,anders,256,standard,4,5,studie
Teller-Tee,2,1,anders,290,standard,3,5,studie
Teller-Tee,5,3,gleich,230,standard,2,5,studie
Teller-Tee,5,3,gleich,543,standard,1,5,studie
Teller-Tee,5,3,initial,712,standard,0,5,studie
Teller-Waescheklammer,1,1,anders,1088,standard,4,5,studie
Teller-Waescheklammer,3,2,gleich,290,standard,3,5,studie
Teller-Waescheklammer,1,1,anders,402,standard,2,5,studie
Teller-Waescheklammer,6,3,anders,999,standard,1,5,studie
Teller-Waescheklammer,1,1,initial,825,standard,0,5,studie
Tisch-Bleistift,1,1,anders,261,standard,1,2,studie
Tisch-Bleistift,5,3,initial,663,standard,0,2,studie
Tisch-Faden,3,2,anders,801,standard,1,2,studie
Tisch-Faden,4,2,initial,629,standard,0,2,studie
Feuerzeug-Tisch,3,2,gleich,231,bonus,2,3,studie
Feuerzeug-Tisch,4,2,anders,518,standard,1,3,studie
Feuerzeug-Tisch,3,2,initial,682,standard,0,3,studie
Tisch-Holzbrett,6,3,anders,662,standard,4,5,studie
Tisch-Holzbrett,2,1,gleich,782,standard,3,5,studie
Tisch-Holzbrett,3,2,anders,710,standard,2,5,studie
Tisch-Holzbrett,1,1,gleich,153,standard,1,5,studie
Tisch-Holzbrett,1,1,initial,395,standard,0,5,studie
Kabel-Tisch,2,1,anders,416,bonus,1,2,studie
Kabel-Tisch,1,1,initial,191,bonus,0,2,studie
Tisch-Kerze,6,3,anders,261,standard,4,5,studie
Tisch-Kerze,4,2,anders,710,standard,3,5,studie
Tisch-Kerze,3,2,gleich,643,bonus,2,5,studie
Tisch-Kerze,2,1,anders,560,standard,1,5,studie
Tisch-Kerze,4,2,initial,147,standard,0,5,studie
Tisch-Kochloeffel,6,3,anders,782,standard,2,3,studie
Tisch-Kochloeffel,4,2,anders,629,standard,1,3,studie
Tisch-Kochloeffel,5,3,initial,271,standard,0,3,studie
Tisch-Kochtopf,3,2,gleich,416,bonus,4,5,studie
Tisch-Kochtopf,4,2,gleich,1008,bonus,3,5,studie
Tisch-Kochtopf,6,3,anders,782,standard,2,5,studie
Tisch-Kochtopf,2,1,gleich,643,bonus,1,5,studie
Tisch-Kochtopf,2,1,initial,202,standard,0,5,studie
Tisch-Kopfhoerer,2,1,anders,710,bonus,2,3,studie
Tisch-Kopfhoerer,1,1,gleich,560,standard,1,3,studie
Tisch-Kopfhoerer,1,1,initial,153,standard,0,3,studie
Korken-Tisch,5,3,anders,682,standard,1,2,studie
Korken-Tisch,2,1,initial,825,standard,0,2,studie
Tisch-Kugelschreiber,3,2,gleich,643,standard,3,4,studie
Tisch-Kugelschreiber,3,2,gleich,621,bonus,2,4,studie
Tisch-Kugelschreiber,2,1,anders,560,standard,1,4,studie
Tisch-Kugelschreiber,3,2,initial,147,standard,0,4,studie
Lampe-Tisch,5,3,anders,704,standard,3,4,studie
Lampe-Tisch,4,2,anders,261,standard,2,4,studie
Lampe-Tisch,1,1,anders,230,standard,1,4,studie
Lampe-Tisch,2,1,initial,1028,standard,0,4,studie
Nadel-Tisch,4,2,anders,710,standard,1,2,studie
Nadel-Tisch,1,1,initial,383,standard,0,2,studie
Papiertaschentuch-Tisch,5,3,anders,256,standard,3,4,studie
Papiertaschentuch-Tisch,2,1,gleich,261,standard,2,4,studie
Papiertaschentuch-Tisch,2,1,anders,560,standard,1,4,studie
Papiertaschentuch-Tisch,3,2,initial,712,standard,0,4,studie
Tisch-Schwamm,3,2,initial,938,standard,0,1,studie
Tisch-Spuelmittel,4,2,anders,261,standard,1,2,studie
Tisch-Spuelmittel,2,1,initial,560,standard,0,2,studie
Tasse-Tisch,5,3,anders,256,standard,7,8,studie
Tasse-Tisch,2,1,anders,845,standard,6,8,studie
Tasse-Tisch,6,3,anders,261,standard,5,8,studie
Tasse-Tisch,5,3,anders,726,standard,4,8,studie
Tasse-Tisch,4,2,anders,938,standard,3,8,studie
Tasse-Tisch,1,1,anders,202,standard,2,8,studie
Tasse-Tisch,1,1,anders,191,bonus,1,8,studie
Tasse-Tisch,3,2,initial,682,standard,0,8,studie
Teller-Tisch,3,2,gleich,416,bonus,9,10,studie
Teller-Tisch,2,1,anders,845,standard,8,10,studie
Teller-Tisch,6,3,anders,1008,standard,7,10,studie
Teller-Tisch,4,2,anders,261,standard,6,10,studie
Teller-Tisch,1,1,anders,710,standard,5,10,studie
Teller-Tisch,3,2,gleich,402,standard,4,10,studie
Teller-Tisch,4,2,anders,518,standard,3,10,studie
Teller-Tisch,1,1,anders,825,standard,2,10,studie
Teller-Tisch,5,3,anders,543,standard,1,10,studie
Teller-Tisch,1,1,0,0,0,0,10,vorstudie
Tisch-Toilettenpapier,4,2,anders,306,standard,4,5,studie
Tisch-Toilettenpapier,4,2,anders,518,standard,3,5,studie
Tisch-Toilettenpapier,1,1,anders,825,standard,2,5,studie
Tisch-Toilettenpapier,5,3,anders,383,standard,1,5,studie
Tisch-Toilettenpapier,2,1,initial,153,standard,0,5,studie
Tisch-Topfdeckel,2,1,initial,938,standard,0,1,studie
Tisch-Waescheklammer,1,1,anders,801,standard,4,5,studie
Tisch-Waescheklammer,2,1,anders,402,standard,3,5,studie
Tisch-Waescheklammer,4,2,gleich,825,standard,2,5,studie
Tisch-Waescheklammer,6,3,anders,999,standard,1,5,studie
Tisch-Waescheklammer,1,1,initial,143,standard,0,5,studie
Tisch-Waschmaschine,1,1,anders,738,standard,1,2,studie
Tisch-Waschmaschine,3,2,initial,208,bonus,0,2,studie
Weinflasche-Tisch,3,2,gleich,231,bonus,7,8,studie
Weinflasche-Tisch,3,2,gleich,845,standard,6,8,studie
Weinflasche-Tisch,2,1,gleich,865,bonus,5,8,studie
Weinflasche-Tisch,4,2,anders,230,standard,4,8,studie
Weinflasche-Tisch,1,1,anders,153,standard,3,8,studie
Weinflasche-Tisch,4,2,anders,202,standard,2,8,studie
Weinflasche-Tisch,1,1,gleich,191,bonus,1,8,studie
Weinflasche-Tisch,1,1,initial,143,standard,0,8,studie
Bleistift-Toilettenpapier,3,2,gleich,672,bonus,3,4,studie
Bleistift-Toilettenpapier,3,2,gleich,825,bonus,2,4,studie
Bleistift-Toilettenpapier,3,2,gleich,682,standard,1,4,studie
Bleistift-Toilettenpapier,3,2,0,0,0,0,4,vorstudie
Toilettenpapier-Faden,5,3,initial,697,standard,0,1,studie
Toilettenpapier-Feuerzeug,4,2,anders,147,standard,2,3,studie
Toilettenpapier-Feuerzeug,6,3,gleich,1028,bonus,1,3,studie
Toilettenpapier-Feuerzeug,6,3,initial,825,standard,0,3,studie
Toilettenpapier-Gemuesemesser,5,3,gleich,697,standard,5,6,studie
Toilettenpapier-Gemuesemesser,5,3,gleich,383,standard,4,6,studie
Toilettenpapier-Gemuesemesser,6,3,anders,617,standard,3,6,studie
Toilettenpapier-Gemuesemesser,4,2,anders,368,standard,2,6,studie
Toilettenpapier-Gemuesemesser,6,3,anders,726,standard,1,6,studie
Toilettenpapier-Gemuesemesser,4,2,initial,682,standard,0,6,studie
Geschirrtuch-Toilettenpapier,6,3,anders,465,standard,6,7,studie
Geschirrtuch-Toilettenpapier,5,3,anders,383,standard,5,7,studie
Geschirrtuch-Toilettenpapier,6,3,anders,726,standard,4,7,studie
Geschirrtuch-Toilettenpapier,4,2,gleich,938,standard,3,7,studie
Geschirrtuch-Toilettenpapier,3,2,gleich,607,standard,2,7,studie
Geschirrtuch-Toilettenpapier,1,1,anders,682,standard,1,7,studie
Geschirrtuch-Toilettenpapier,6,3,initial,1028,standard,0,7,studie
Toilettenpapier-Kabel,4,2,anders,306,bonus,2,3,studie
Toilettenpapier-Kabel,4,2,anders,682,standard,1,3,studie
Toilettenpapier-Kabel,2,1,initial,665,standard,0,3,studie
Toilettenpapier-Kaffeemaschine,5,3,gleich,825,standard,5,6,studie
Toilettenpapier-Kaffeemaschine,4,2,gleich,617,standard,4,6,studie
Toilettenpapier-Kaffeemaschine,4,2,gleich,728,standard,3,6,studie
Toilettenpapier-Kaffeemaschine,4,2,gleich,147,standard,2,6,studie
Toilettenpapier-Kaffeemaschine,5,3,anders,139,standard,1,6,studie
Toilettenpapier-Kaffeemaschine,4,2,initial,952,standard,0,6,studie
Kerze-Toilettenpapier,2,1,anders,672,bonus,3,4,studie
Kerze-Toilettenpapier,1,1,anders,404,bonus,2,4,studie
Kerze-Toilettenpapier,4,2,gleich,102,bonus,1,4,studie
Kerze-Toilettenpapier,4,2,initial,952,standard,0,4,studie
Klebeband-Toilettenpapier,4,2,anders,306,standard,3,4,studie
Klebeband-Toilettenpapier,2,1,gleich,432,standard,2,4,studie
Klebeband-Toilettenpapier,1,1,anders,208,standard,1,4,studie
Klebeband-Toilettenpapier,2,1,0,0,0,0,4,vorstudie
Kochtopf-Toilettenpapier,4,2,anders,256,standard,1,2,studie
Kochtopf-Toilettenpapier,3,2,initial,368,standard,0,2,studie
Papiertaschentuch-Toilettenpapier,4,2,gleich,643,standard,11,12,studie
Papiertaschentuch-Toilettenpapier,6,3,anders,465,standard,10,12,studie
Papiertaschentuch-Toilettenpapier,3,2,gleich,231,standard,9,12,studie
Papiertaschentuch-Toilettenpapier,5,3,anders,367,standard,8,12,studie
Papiertaschentuch-Toilettenpapier,3,2,gleich,825,bonus,7,12,studie
Papiertaschentuch-Toilettenpapier,5,3,anders,728,standard,6,12,studie
Papiertaschentuch-Toilettenpapier,2,1,gleich,938,standard,5,12,studie
Papiertaschentuch-Toilettenpapier,1,1,anders,151,standard,4,12,studie
Papiertaschentuch-Toilettenpapier,4,2,anders,242,standard,3,12,studie
Papiertaschentuch-Toilettenpapier,1,1,anders,432,standard,2,12,studie
Papiertaschentuch-Toilettenpapier,4,2,anders,208,standard,1,12,studie
Papiertaschentuch-Toilettenpapier,3,2,initial,154,standard,0,12,studie
Plastikverpackung-Toilettenpapier,6,3,anders,697,standard,6,7,studie
Plastikverpackung-Toilettenpapier,6,3,anders,416,standard,5,7,studie
Plastikverpackung-Toilettenpapier,2,1,anders,136,standard,4,7,studie
Plastikverpackung-Toilettenpapier,4,2,anders,643,standard,3,7,studie
Plastikverpackung-Toilettenpapier,6,3,anders,465,standard,2,7,studie
Plastikverpackung-Toilettenpapier,4,2,anders,728,standard,1,7,studie
Plastikverpackung-Toilettenpapier,5,3,initial,164,standard,0,7,studie
Schere-Toilettenpapier,4,2,anders,306,standard,1,2,studie
Schere-Toilettenpapier,3,2,initial,938,standard,0,2,studie
Toilettenpapier-Schwamm,5,3,anders,306,standard,1,2,studie
Toilettenpapier-Schwamm,3,2,initial,726,standard,0,2,studie
Spuelmittel-Toilettenpapier,6,3,anders,465,standard,3,4,studie
Spuelmittel-Toilettenpapier,4,2,gleich,383,bonus,2,4,studie
Spuelmittel-Toilettenpapier,5,3,anders,726,standard,1,4,studie
Spuelmittel-Toilettenpapier,4,2,initial,147,bonus,0,4,studie
Streichholz-Toilettenpapier,5,3,anders,306,standard,3,4,studie
Streichholz-Toilettenpapier,4,2,gleich,147,standard,2,4,studie
Streichholz-Toilettenpapier,4,2,gleich,682,standard,1,4,studie
Streichholz-Toilettenpapier,4,2,initial,1063,standard,0,4,studie
Toilettenpapier-Tee,3,2,initial,146,standard,0,1,studie
Toilettenpapier-Teller,6,3,gleich,518,standard,1,2,studie
Toilettenpapier-Teller,6,3,initial,383,standard,0,2,studie
Topfdeckel-Toilettenpapier,1,1,anders,151,standard,2,3,studie
Topfdeckel-Toilettenpapier,3,2,anders,242,standard,1,3,studie
Topfdeckel-Toilettenpapier,1,1,initial,191,standard,0,3,studie
Topfdeckel-Faden,1,1,initial,290,standard,0,1,studie
Feuerzeug-Topfdeckel,3,2,gleich,416,bonus,6,7,studie
Feuerzeug-Topfdeckel,4,2,anders,306,bonus,5,7,studie
Feuerzeug-Topfdeckel,1,1,anders,801,standard,4,7,studie
Feuerzeug-Topfdeckel,2,1,gleich,404,standard,3,7,studie
Feuerzeug-Topfdeckel,3,2,anders,629,standard,2,7,studie
Feuerzeug-Topfdeckel,1,1,anders,353,standard,1,7,studie
Feuerzeug-Topfdeckel,3,2,initial,938,standard,0,7,studie
Topfdeckel-Glas,2,1,initial,682,bonus,0,1,studie
Topfdeckel-Kaffeemaschine,2,1,anders,256,standard,3,4,studie
Topfdeckel-Kaffeemaschine,6,3,anders,151,standard,2,4,studie
Topfdeckel-Kaffeemaschine,2,1,anders,607,standard,1,4,studie
Topfdeckel-Kaffeemaschine,3,2,initial,825,bonus,0,4,studie
Klebeband-Topfdeckel,3,2,anders,782,bonus,2,3,studie
Klebeband-Topfdeckel,1,1,anders,402,standard,1,3,studie
Klebeband-Topfdeckel,3,2,initial,164,standard,0,3,studie
Topfdeckel-Kochtopf,1,1,anders,231,standard,15,16,studie
Topfdeckel-Kochtopf,3,2,gleich,256,standard,14,16,studie
Topfdeckel-Kochtopf,3,2,gleich,782,bonus,13,16,studie
Topfdeckel-Kochtopf,1,1,anders,801,standard,12,16,studie
Topfdeckel-Kochtopf,6,3,anders,107,standard,11,16,studie
Topfdeckel-Kochtopf,1,1,anders,261,standard,10,16,studie
Topfdeckel-Kochtopf,4,2,anders,457,standard,9,16,studie
Topfdeckel-Kochtopf,1,1,anders,391,standard,7,16,studie
Topfdeckel-Kochtopf,2,1,gleich,353,bonus,7,16,studie
Topfdeckel-Kochtopf,5,3,anders,652,standard,6,16,studie
Topfdeckel-Kochtopf,1,1,gleich,643,standard,5,16,studie
Topfdeckel-Kochtopf,2,1,gleich,726,standard,4,16,studie
Topfdeckel-Kochtopf,1,1,gleich,242,bonus,3,16,studie
Topfdeckel-Kochtopf,3,2,anders,952,standard,2,16,studie
Topfdeckel-Kochtopf,1,1,gleich,154,standard,1,16,studie
Topfdeckel-Kochtopf,1,1,0,0,0,0,16,vorstudie
Kopfhoerer-Topfdeckel,4,2,anders,146,bonus,3,4,studie
Kopfhoerer-Topfdeckel,6,3,anders,290,standard,2,4,studie
Kopfhoerer-Topfdeckel,1,1,anders,352,standard,1,4,studie
Kopfhoerer-Topfdeckel,2,1,initial,151,standard,0,4,studie
Topfdeckel-Korken,2,1,initial,402,standard,0,1,studie
Topfdeckel-Kugelschreiber,6,3,initial,726,standard,0,1,studie
Topfdeckel-Lampe,4,2,initial,383,standard,0,1,studie
Topfdeckel-Nadel,1,1,gleich,662,standard,1,2,studie
Topfdeckel-Nadel,1,1,initial,600,standard,0,2,studie
Papier-Topfdeckel,6,3,anders,672,standard,3,4,studie
Papier-Topfdeckel,3,2,gleich,404,standard,2,4,studie
Papier-Topfdeckel,4,2,anders,621,standard,1,4,studie
Papier-Topfdeckel,3,2,initial,368,standard,0,4,studie
Topfdeckel-Papiertaschentuch,4,2,anders,431,standard,2,3,studie
Topfdeckel-Papiertaschentuch,6,3,anders,151,standard,1,3,studie
Topfdeckel-Papiertaschentuch,5,3,initial,191,standard,0,3,studie
Topfdeckel-Plastikverpackung,5,3,initial,146,bonus,0,1,studie
Schere-Topfdeckel,2,1,anders,416,bonus,4,5,studie
Schere-Topfdeckel,3,2,gleich,404,standard,3,5,studie
Schere-Topfdeckel,3,2,gleich,367,standard,2,5,studie
Schere-Topfdeckel,3,2,anders,629,standard,1,5,studie
Schere-Topfdeckel,4,2,initial,682,bonus,0,5,studie
Topfdeckel-Schwamm,1,1,anders,865,standard,2,3,studie
Topfdeckel-Schwamm,4,2,gleich,306,bonus,1,3,studie
Topfdeckel-Schwamm,4,2,initial,509,standard,0,3,studie
Spuelmittel-Topfdeckel,2,1,gleich,629,standard,3,4,studie
Spuelmittel-Topfdeckel,3,2,anders,652,standard,2,4,studie
Spuelmittel-Topfdeckel,1,1,anders,621,standard,1,4,studie
Spuelmittel-Topfdeckel,3,2,initial,208,standard,0,4,studie
Topfdeckel-Tee,1,1,anders,256,standard,2,3,studie
Topfdeckel-Tee,2,1,gleich,306,bonus,1,3,studie
Topfdeckel-Tee,2,1,initial,290,standard,0,3,studie
Topfdeckel-Teller,1,1,anders,256,standard,7,8,studie
Topfdeckel-Teller,4,2,anders,290,standard,6,8,studie
Topfdeckel-Teller,6,3,anders,107,standard,5,8,studie
Topfdeckel-Teller,1,1,anders,367,standard,4,8,studie
